fips,unemp,extra_column
55115,4.3,18
55117,3.5,22
55119,4.3,77
55121,3.8,61
55123,3.7,43
55125,5.8,47
55127,4.1,9
55129,5.2,1
55131,3.5,48
55133,3.6,37
55135,4.1,19
55137,5.2,17
55139,3.7,46
55141,5.0,65
56001,3.2,51
56003,4.9,96
56005,7.1,14
56007,4.6,82
56009,6.2,60
56011,4.5,88
56013,7.1,82
56015,3.4,67
56017,4.8,39
56019,5.3,92
56021,4.1,98
56023,4.6,99
56025,7.1,5
56027,3.2,81
56029,4.7,73
56031,4.8,33
56033,4.6,1
56035,6.4,28
56037,6.0,20
56039,3.4,73
56041,5.8,36
56043,4.7,24
56045,4.9,22
72001,16.9,37
72003,14.0,52
72005,14.8,86
72007,14.3,9
72009,15.0,31
72011,12.9,60
72013,13.2,68
72015,18.4,29
72017,14.2,38
72019,13.0,21
72021,8.9,19
72023,12.5,51
72025,10.3,56
72027,12.4,75
72029,11.6,85
72031,8.6,12
72033,10.0,62
72035,10.7,78
72037,13.0,13
72039,16.2,87
72041,10.3,47
72043,18.2,95
72045,13.7,70
72047,12.4,31
72049,3.3,85
72051,8.0,63
72053,13.7,10
72054,14.5,53
72055,18.2,74
72057,16.4,60
72059,18.7,57
72061,6.0,4
72063,8.6,30
72065,15.6,78
72067,12.3,41
72069,14.1,69
72071,14.1,92
72073,13.1,35
72075,14.7,49
72077,13.3,85
72079,18.5,31
72081,19.2,9
72083,14.9,2
72085,13.6,27
72087,11.4,39
72089,14.2,69
72091,11.6,46
72093,15.2,14
72095,18.5,35
72097,13.7,58
72099,15.5,80
72101,13.5,86
72103,12.4,76
72105,13.0,54
72107,15.5,1
72109,20.6,68
72111,16.6,42
72113,13.4,54
72115,16.0,14
72117,15.7,31
72119,10.5,55
72121,15.9,68
72123,21.7,36
72125,15.1,100
72127,7.9,35
72129,12.6,46
72131,18.9,69
72133,16.8,92
72135,8.4,31
72137,8.9,91
72139,7.2,67
72141,15.5,84
72143,11.6,94
72145,13.9,3
72147,10.6,17
72149,20.2,59
72151,16.9,50
72153,18.8,89
